"doi","publication_date","title","financial_disclosure","grants","Id","grant_title"
"10.1371/journal.pone.0047463","2012-10-29","Candidate Human Genetic Polymorphisms and Severe Malaria in a Tanzanian Population","Clinical data collection was part of a study funded by European Commission (Europaid) grant code SANTE/2004/078-607. The MalariaGEN Project is supported by the Wellcome Trust (WT077383/Z/05/Z) and the Bill and Melinda Gates Foundation through the Foundations of the National Institutes of Health (566) as part of the Grand Challenges in Global Health Initiative. The Resource Centre for Genomic Epidemiology of Malaria is supported by the Wellcome Trust (090770/Z/09/Z). This research was supported by the Medical Research Council (G0600718; G0600230), the Wellcome Trust Biomedical Ethics Enhancement Award (087285) and Strategic Award (096527). The Wellcome Trust also provide core awards to Wellcome Trust Centre for Human Genetics (075491/Z/04; 090532/Z/09/Z), where the majority of genotyping was performed. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","77383;90770;87285;96527;75491;90532",90532,"Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pone.0047502","2012-10-26","Smooth Pursuit and Visual Occlusion: Active Inference and Oculomotor Control in Schizophrenia","This work was funded by a Wellcome Trust (http://www.wellcome.ac.uk/) Program grant to KJF (088130/Z/09/Z). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","88130",88130,"Functional architectures in the brain."
"10.1371/journal.pone.0047622","2012-11-05","Variations in Mortality in Children Admitted with Pneumonia to Kenyan Hospitals","This work was supported by a Senior Research Fellowship (#076827) awarded by the Wellcome Trust (United Kingdom) to ME. EO is a Wellcome Trust Research Training Fellow (#086166). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","76827;86166",76827,"Improving the delivery of evidence based care for severely ill children at district level in Kenya."
"10.1371/journal.pone.0047685","2012-10-24","Human V6: Functional Characterisation and Localisation","This research was supported by a project grant (ref. 082648) from The Wellcome Trust to ATS and a bursary from The Nuffield Foundation to LH. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","82648",82648,"The encoding of optic flow and self-motion in human cortical areas MST and VIP."
"10.1371/journal.pone.0047750","2012-10-17","Improved STD Syndrome Management by a Network of Clinicians and Pharmacy Workers in Peru: The PREVEN Network","Supported by the Wellcome Trust-Burroughs Wellcome Fund Infectious Disease Initiative 059131/Z/99/Z, 078835/Z/05/Z, and 078835/Z/05/B; the National Institutes of Health/National Institute of Allergy and Infectious Diseases (NIAID) STD Cooperative Research Center NIAID AI31448, the National Institutes of Health (NIH) Fogarty International Center Global Health Framework (A Global Health Demonstration Program in Peru PAR-05-050), the NIH Center for AIDS Research P30-AI27757 and the NIH Andean CIPRA U19 AI053218; and USAID-Peru. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","59131;78835",59131,"Urban community randomization trial of sexually transmitted disease."
"10.1371/journal.pone.0048084","2012-11-12","Perturbation of Chromatin Structure Globally Affects Localization and Recruitment of Splicing Factors","This work was supported by Argentina (PICT2010-0202, URL: http://www.agencia.gov.ar/), the University of Buenos Aires (UBACYT-X112, URL: http://www.uba.ar/), Consejo Nacional de Investigaciones Científicas y Técnicas of Argentina (CONICET) (no number, URL: http://www.conicet.gov.ar/web/conicet/inicio), Howard Hughes Medical Institute (no number, URL: http://www.hhmi.org/) and the European Alternative Splicing Network (EURASNET, European Union Network of Excellence # 518238, URL: http://www.eurasnet.info/). Grants were provided to J.U. by the Medical Research Council (U105185858, URL: http://www.mrc.ac.uk/index.htm). Grants to A.I.L. were provided by Wellcome Trust (073980/Z/03/B, URL: http://www.hhmi.org/). The Scottish Universities Life Sciences Alliance (SULSA, URL: http://www.sulsa.ac.uk/) supports the use of OMX microscope. Consejo Nacional de Investigaciones Científicas y Técnicas of Argentina (CONICET, URL: http://www.conicet.gov.ar/web/conicet/inicio) funded a post-doctoral fellowship for I.E.S. and funds a doctoral fellowship for G.R. European Molecular Biology Organization (EMBO, URL: http://www.embo.org/) funded a short-term fellowship for I.E.S. International Union of Biochemistry and Molecular Biology (IUBMB, URL: http://www.iubmb.org/) funded a Wood-Whelan fellowhsip for I.E.S. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","73980",73980,"Structure and function of the mammalian cell nucleus."
"10.1371/journal.pone.0048119","2012-10-30","Perinatal Exposure to a High-Fat Diet Is Associated with Reduced Hepatic Sympathetic Innervation in One-Year Old Male Japanese Macaques","This work was funded by NIH grants DK-79194 (to K.L. Grove), RR00163 (to K.L. Grove and ONPRC), DK-062155 (to J.E. Friedman), DK-078590 and the Burroughs-Wellcome Trust Translational Research Award (to D.L. Marks), the Oregon Child Health Research Center Grant 5K12 HD057588-03 (to L.E.N) and HD046420 T32 (to W.F Grant). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","79194;62155;78590",79194,"The role of inositol lipids and inositol phosphates in cellular function."
"10.1371/journal.pone.0048206","2012-11-05","Spatiotemporal and Functional Characterisation of the Plasmodium falciparum cGMP-Dependent Protein Kinase","This study was supported by the European Commission FP7 (http://cordis.europa.eu/fp7/home_en.html)project, ‘MALSIG’ (Ref 223044) and a Wellcome Trust (http://www.wellcome.ac.uk/) Project Grant (Ref 094752) to DB. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","94752",94752,"Functional analysis of the Plasmodium falciparum cGMP-dependent protein kinase."
"10.1371/journal.pone.0048482","2012-11-28","5-HTTLPR and Early Childhood Adversities Moderate Cognitive and Emotional Processing in Adolescence","IMG, PW, TC, PBJ, and BJS are supported by programme and project grants from the Wellcome Trust (Grant no. 074296), MRC (UK) and NIHR (UK). TC held a Senior Research Fellowship from the Department of Health, UK during this study. BJS is a member of the Behavioural and Clinical Neurosciences Institute, University of Cambridge. This work was completed within the NIHR Collaborations for Leadership in Applied Health Research and Care (CLAHRC) of which PBJ is Director and IMG and TC are the Adolescent Programme and Methods leaders respectively. The CLAHRC is hosted by the University of Cambridge and the Cambridge and Peterborough NHS Foundation Trust. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","74296",74296,"Risk patterns and processes for affective psychopathology during adolescence."
"10.1371/journal.pone.0048789","2012-11-07","Abnormal Anatomical Connectivity between the Amygdala and Orbitofrontal Cortex in Conduct Disorder","Dr. Passamonti was funded by the Betty Behrens Research Fellowship at the Clare Hall College of the University of Cambridge. This study was supported by the Wellcome Trust (Project Grant #083140 to Professor Goodyer and Dr. Fairchild) and by Medical Research Council (Project Code MC_US_A060_5PQ50 to Dr. Calder). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","83140",83140,"Structural and functional neuroimaging studies in adolescents with disruptive behaviour disorders."
"10.1371/journal.pone.0048870","2012-11-08","Alterations in DRBD3 Ribonucleoprotein Complexes in Response to Stress in Trypanosoma brucei","AME and MC were jointly funded by the Royal Society Joint Project grant, grant number 2008/R2; AME was funded by Spanish Plan Nacional, grant number BFU 2009-07510; MC was funded by The Wellcome Trust, grant number 085956/Z/08/Z. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","85956",85956,"Post-transcriptional regulation of gene expression in trypanosomes."
"10.1371/journal.pone.0049407","2012-11-14","Fetal Alcohol Exposure and IQ at Age 8: Evidence from a Population-Based Birth-Cohort Study","The UK Medical Research Council (Grant ref: 74882) (http://www.mrc.ac.uk), the Wellcome Trust (Grant ref: 076467) (http://www.wellcome.ac.uk) and the University of Bristol provide core support for the Avon Longitudinal Study of Parents and Children. This research was specifically funded by the Wellcome Trust (Grant ref: 083506). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","74882;76467;83506",76467,"ALSPAC: consolidation of a two generation cell line backed resource, for the study of the environment and genetic determinants of health and development from before birth to late puberty."
"10.1371/journal.pone.0049407","2012-11-14","Fetal Alcohol Exposure and IQ at Age 8: Evidence from a Population-Based Birth-Cohort Study","The UK Medical Research Council (Grant ref: 74882) (http://www.mrc.ac.uk), the Wellcome Trust (Grant ref: 076467) (http://www.wellcome.ac.uk) and the University of Bristol provide core support for the Avon Longitudinal Study of Parents and Children. This research was specifically funded by the Wellcome Trust (Grant ref: 083506). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","74882;76467;83506",83506,"Effects of prenatal alcohol consumption and alcohol metabolising genes on child growth and neurodevelopment in the ALSPAC study ."
"10.1371/journal.pone.0049638","2013-01-22","The Effects of Methionine Acquisition and Synthesis on Streptococcus Pneumoniae Growth and Virulence","This work was undertaken at UCLH/UCL, which received a proportion of funding from the Department of Health's NIHR Biomedical Research Centre's funding scheme, and was supported by the UCL Charities funding and grants from the British Lung Foundation (P05/3) and the Wellcome Trust (grant reference 076442). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","76442",76442,"The role of the SmrC virulence regulator and prolipoprotein signal peptidase during Streptococcus pneumoniae infection."
"10.1371/journal.pone.0049651","2012-11-21","Genetic Diversity and Transmission Characteristics of Beijing Family Strains of Mycobacterium tuberculosis in Peru","This work was supported by Health Science Research grants(H24-SHINKO-IPPAN-011) from Ministry of Health, Labour and Welfare of Japan, MEXT/JSPS KAKENHI Grant Number 24590845, R24 TW007988 NIH FIC, D43 TW006581 NIH FIC, RO1 HD059005 NIH NICHD, WT088559MA with the Wellcome Trust, Wellcome Trust grant 078067/Z/05, a research grant of the Institute for Fermentation, Osaka, Japan, and the US-Japan Cooperative Medical Science Program (TB and Leprosy panel). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","78067",78067,"Optimizing the translation of MODS into policy and practice to maximize utility and impact"
"10.1371/journal.pone.0049922","2012-11-21","Identification of Wolbachia Strains in Mosquito Disease Vectors","This work was funded by Wellcome Trust project grant WT094664. FMJ is supported by a Royal Society Research Fellowship and JOP by a Darwin Trust of Edinburgh studentship. Travel grants for this work were provided by the Genetics Society Heredity Fieldwork Grant, the Royal Entomological Society ORF and Clare College (Cambridge) Chibnall Travel Grant. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","94664",94664,"Wolbachia as a defence against RNA viruses in insects."
"10.1371/journal.pone.0050100","2012-11-20","A High Burden of Respiratory Syncytial Virus Associated Pneumonia in Children Less than Two Years of Age in a South East Asian Refugee Population","CT and FN are supported by the Wellcome Trust of Great Britain (Grant No. 077166/Z/05). PT is also supported by the Wellcome Trust (Grant 083735). SMRU is part of the Mahidol-Oxford University Tropical Medicine Research Program and is supported by the Wellcome Trust. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","77166;83735",77166,"Major overseas programme Thailand. Thailand funds."
"10.1371/journal.pone.0050100","2012-11-20","A High Burden of Respiratory Syncytial Virus Associated Pneumonia in Children Less than Two Years of Age in a South East Asian Refugee Population","CT and FN are supported by the Wellcome Trust of Great Britain (Grant No. 077166/Z/05). PT is also supported by the Wellcome Trust (Grant 083735). SMRU is part of the Mahidol-Oxford University Tropical Medicine Research Program and is supported by the Wellcome Trust. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","77166;83735",83735,"A study of the epidemiology of lower respiratory tract infection and pneumococcal carriage in refugee infants living on the Thai-Burmese border."
"10.1371/journal.pone.0050321","2012-11-28","The Dyslexia Candidate Locus on 2p12 Is Associated with General Cognitive Ability and White Matter Structure","This work was funded by the UK Medical Research Council (G0800523/86473 to SP) and was supported by a Wellcome Trust core grant (075491/Z/04, 090532/Z/09/Z). The UK Medical Research Council (74882) the Wellcome Trust (076467) and the University of Bristol provided core support for ALSPAC. The RAINE study is supported by the National Health and Medical Research Council (NHMRC) the University of Western Australia (UWA), the UWA Faculty of Medicine, Dentistry and Health Sciences, the Raine Medical Research Foundation, Curtin University, the Telethon Institute for Child Health Research, and the Women and Infants Research Foundation. The imaging study was supported by Knut and Alice Wallenberg Foundation, The Swedish Research Council and a Swedish Royal Bank Tercentennial Foundation grant in the program “Learning and Memory in Children and Young Adults” (KAW 2005.0179, 2010.0105, K2010-61X-21441-01-3 and PDOKJ028/2006:12 to TK and JK). All laboratory work and the collection of Guy's and Manchester's families of the SLIC collection were funded by The Wellcome Trust. The collection of families from Cambridge (CLASP) was funded by The Wellcome Trust, British Telecom, The Isaac Newton Trust, a National Health Service (NHS) Anglia & Oxford Regional R&D Strategic Investment Award, and an NHS Eastern Region R&D Training Fellowship Award. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","86473;75491;90532;74882;76467;21441",90532,"Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pone.0050321","2012-11-28","The Dyslexia Candidate Locus on 2p12 Is Associated with General Cognitive Ability and White Matter Structure","This work was funded by the UK Medical Research Council (G0800523/86473 to SP) and was supported by a Wellcome Trust core grant (075491/Z/04, 090532/Z/09/Z). The UK Medical Research Council (74882) the Wellcome Trust (076467) and the University of Bristol provided core support for ALSPAC. The RAINE study is supported by the National Health and Medical Research Council (NHMRC) the University of Western Australia (UWA), the UWA Faculty of Medicine, Dentistry and Health Sciences, the Raine Medical Research Foundation, Curtin University, the Telethon Institute for Child Health Research, and the Women and Infants Research Foundation. The imaging study was supported by Knut and Alice Wallenberg Foundation, The Swedish Research Council and a Swedish Royal Bank Tercentennial Foundation grant in the program “Learning and Memory in Children and Young Adults” (KAW 2005.0179, 2010.0105, K2010-61X-21441-01-3 and PDOKJ028/2006:12 to TK and JK). All laboratory work and the collection of Guy's and Manchester's families of the SLIC collection were funded by The Wellcome Trust. The collection of families from Cambridge (CLASP) was funded by The Wellcome Trust, British Telecom, The Isaac Newton Trust, a National Health Service (NHS) Anglia & Oxford Regional R&D Strategic Investment Award, and an NHS Eastern Region R&D Training Fellowship Award. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","86473;75491;90532;74882;76467;21441",76467,"ALSPAC: consolidation of a two generation cell line backed resource, for the study of the environment and genetic determinants of health and development from before birth to late puberty."
"10.1371/journal.pone.0050325","2012-12-07","Impact of Anthelminthic Treatment in Pregnancy and Childhood on Immunisations, Infections and Eczema in Childhood: A Randomised Controlled Trial","The study was funded by Wellcome Trust grant numbers 064693 and 079110. Albendazole and matching placebo were provided by GlaxoSmithKline; mycobacterial antigens were provided through the National Institutes of Health contract NOI-AI-25147. HM was supported by a Wellcome Trust PhD studentship, grant number 074791, JN was supported in part by a PhD fellowship from the Malaria Capacity Development Consortium which is funded by Wellcome Trust (grant number WT084289MA), and MN by PhD funding from the United Kingdom Medical Research Council through the Medical Research Council/Uganda Virus Research Institute Uganda Research Unit on AIDS. EW was supported in part by the United Kingdom Medical Research Council. Additional funding was received from the European Community's Seventh Framework Programme (FP7/2007-2013) under EC-GA number 241642. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","64693;79110;25147;74791",64693,"The impact of helminths on the response to immunisation and on susceptibility to infectious diseases in childhood in Uganda."
"10.1371/journal.pone.0050325","2012-12-07","Impact of Anthelminthic Treatment in Pregnancy and Childhood on Immunisations, Infections and Eczema in Childhood: A Randomised Controlled Trial","The study was funded by Wellcome Trust grant numbers 064693 and 079110. Albendazole and matching placebo were provided by GlaxoSmithKline; mycobacterial antigens were provided through the National Institutes of Health contract NOI-AI-25147. HM was supported by a Wellcome Trust PhD studentship, grant number 074791, JN was supported in part by a PhD fellowship from the Malaria Capacity Development Consortium which is funded by Wellcome Trust (grant number WT084289MA), and MN by PhD funding from the United Kingdom Medical Research Council through the Medical Research Council/Uganda Virus Research Institute Uganda Research Unit on AIDS. EW was supported in part by the United Kingdom Medical Research Council. Additional funding was received from the European Community's Seventh Framework Programme (FP7/2007-2013) under EC-GA number 241642. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","64693;79110;25147;74791",74791,"Does elimination or prevention of helminth infection lead to an association between socio-economic development and increased incidence of allergic conditions in young children."
"10.1371/journal.pone.0050431","2012-11-28","A Potential Spatial Working Memory Training Task to Improve Both Episodic Memory and Fluid Intelligence","This research was funded by the Wellcome Trust (#082315 to AL). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","82315",82315,"Exploring the cognitive functions of the medial temporal lobe."
"10.1371/journal.pone.0050447","2012-12-21","Optimising Immunogenicity with Viral Vectors: Mixing MVA and HAdV-5 Expressing the Mycobacterial Antigen Ag85A in a Single Injection","Funding was provided by NEWTBVAC (EC FP7). HM is a Wellcome Trust Senior Research Fellow (www.wellcome.ac.uk; WT076943MA). HM, AH and AR-S are Jenner Institute Investigators. AR-S is a Wellcome Trust Career Development Fellow (097395). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","97395",97395,"Development of a novel vaccine against Plasmodium vivax malaria using adenovirus of chimpanzee origin and Modified Vaccinia Ankara (MVA) as recombinant vaccines."
"10.1371/journal.pone.0050520","2012-12-05","The Metabolomic Profile of Umbilical Cord Blood in Neonatal Hypoxic Ischaemic Encephalopathy","This work was supported by Molecular Medicine Ireland [PRTLI cycle 4 of the Higher Education Authority of Ireland to BW]; the National Children’s Research Centre, Dublin, Ireland [www.baselinestudy.net, www.clinicaltrials.gov NCT01498965: DM, and LK]; the Wellcome Trust [grant number 085249/Z/08/Z to GB]; Health Research Board [grant number CSA/2007/2 to LK]; Science Foundation Ireland [grant number 08/IN.1/B2083 to LK]. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","85249",85249,"Development and validation of clinically robust neonatal seizure detection systems."
"10.1371/journal.pone.0051084","2012-12-05","Vitamin B-12 Status during Pregnancy and Child’s IQ at Age 8: A Mendelian Randomization Study in the Avon Longitudinal Study of Parents and Children","This work is supported by a Wellcome Trust grant (grant ref: WT084668MA), which funds CB. AET is funded by a Wellcome Trust PhD studentship and DAL, NJT and GDS work in an MRC Centre that is supported by the UK Medical Research Council (G0600705) and the University of Bristol; the MRC (Medical Research Council) contribution to this centre funds NJT’s salary. DJG is an NIHR Senior Investigator (National Institute for Health Research), the work of PME is partly supported by the Arthritic Association. The UK Medical Research Council (grant ref: 74882), the Wellcome Trust (grant ref: 076467) and the University of Bristol provide core support for ALSPAC. MJB is funded by a Sir Henry Wellcome Postdoctoral Fellowship (grant ref: 085515). Core management for the Raine study is funded by The University of Western Australia (UWA), Telethon Institute for Child Health Research, Raine Medical Research Foundation, UWA Faculty of Medicine, Dentistry and Health Sciences and the Women and Infants Research Foundation. Collection, extraction and genotyping of maternal and child DNA in Raine was funded by the Australian National Health and Medical Research Council and the Women and Infants Research Foundation. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","74882;76467;85515",76467,"ALSPAC: consolidation of a two generation cell line backed resource, for the study of the environment and genetic determinants of health and development from before birth to late puberty."
"10.1371/journal.pone.0051084","2012-12-05","Vitamin B-12 Status during Pregnancy and Child’s IQ at Age 8: A Mendelian Randomization Study in the Avon Longitudinal Study of Parents and Children","This work is supported by a Wellcome Trust grant (grant ref: WT084668MA), which funds CB. AET is funded by a Wellcome Trust PhD studentship and DAL, NJT and GDS work in an MRC Centre that is supported by the UK Medical Research Council (G0600705) and the University of Bristol; the MRC (Medical Research Council) contribution to this centre funds NJT’s salary. DJG is an NIHR Senior Investigator (National Institute for Health Research), the work of PME is partly supported by the Arthritic Association. The UK Medical Research Council (grant ref: 74882), the Wellcome Trust (grant ref: 076467) and the University of Bristol provide core support for ALSPAC. MJB is funded by a Sir Henry Wellcome Postdoctoral Fellowship (grant ref: 085515). Core management for the Raine study is funded by The University of Western Australia (UWA), Telethon Institute for Child Health Research, Raine Medical Research Foundation, UWA Faculty of Medicine, Dentistry and Health Sciences and the Women and Infants Research Foundation. Collection, extraction and genotyping of maternal and child DNA in Raine was funded by the Australian National Health and Medical Research Council and the Women and Infants Research Foundation. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","74882;76467;85515",85515,"Public Health Consequences of Modifiable Maternal Exposures: Offspring Obesity and Cognitive Health in Two Cohorts in the UK and Brazil."
"10.1371/journal.pone.0051102","2012-12-26","Early Differential Gene Expression in Haemocytes from Resistant and Susceptible Biomphalaria glabrata Strains in Response to Schistosoma mansoni","This work was carried out with funding from the Wellcome Trust (068589/Z/02/Z). CMA and BH acknowledge support from the United States National Institutes of Health (NIH), USA R01AI052363 (CMA) and COBRE 1P20RR018754 IdEA, NCRR. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","68589",68589,"Biomphalaria glabrata: gene discovery, expression, profiling and interval mapping to elucidate mechanisms of resistance to Schistosoma mansoni."
"10.1371/journal.pone.0051300","2012-12-10","Functional Analysis of Leishmania Cyclopropane Fatty Acid Synthetase","This work was funded by Wellcome Trust programme grant 076355 to DFS, JCM, PMK. TKS is supported by a Wellcome Trust Senior Research Fellowship (067441) and Wellcome Trust project grant 086658. The Wellcome Trust Centre for Molecular Parasitology is supported by core funding from the Wellcome Trust (085349). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","76355;67441;86658;85349",67441,"Lipid biosynthesis and its influence on the glycosylphosphatidylinositol pathway in protozoan parasites."
"10.1371/journal.pone.0051300","2012-12-10","Functional Analysis of Leishmania Cyclopropane Fatty Acid Synthetase","This work was funded by Wellcome Trust programme grant 076355 to DFS, JCM, PMK. TKS is supported by a Wellcome Trust Senior Research Fellowship (067441) and Wellcome Trust project grant 086658. The Wellcome Trust Centre for Molecular Parasitology is supported by core funding from the Wellcome Trust (085349). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","76355;67441;86658;85349",86658,"Validating choline metabolism as a drug target in the fight against T.brucei"
"10.1371/journal.pone.0051300","2012-12-10","Functional Analysis of Leishmania Cyclopropane Fatty Acid Synthetase","This work was funded by Wellcome Trust programme grant 076355 to DFS, JCM, PMK. TKS is supported by a Wellcome Trust Senior Research Fellowship (067441) and Wellcome Trust project grant 086658. The Wellcome Trust Centre for Molecular Parasitology is supported by core funding from the Wellcome Trust (085349). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","76355;67441;86658;85349",85349,"The Wellcome Trust Centre for Molecular Parasitology"
"10.1371/journal.pone.0051381","2012-12-11","Long-Lived Memory B-Cell Responses following BCG Vaccination","This work was supported by the Wellcome Trust (grant number: 092779). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","92779",92779,"Circulating B lymphocytes as biomarkers for latent tuberculosis infection status in Uganda"
"10.1371/journal.pone.0051405","2012-12-10","Retinal Arterioles Narrow with Increasing Duration of Anti-Retroviral Therapy in HIV Infection: A Novel Estimator of Vascular Risk in HIV?","SP and SDL are funded by the Wellcome Trust (Grants 090354/Z/09/Z to SP and 088590 to SDL) (www.wellcome.ac.uk). TP is funded by NIHR Biomedical Research Centre at Moorfield’s Eye Hospital and Institute of Ophthalmology. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","90354;88590",90354,"Wellcome Trust Clinical PhD Programme in International Health at the LSHTM: 'Immune recovery uveitis in HIV-infected adults in India: incidence and risk factors'."
"10.1371/journal.pone.0051405","2012-12-10","Retinal Arterioles Narrow with Increasing Duration of Anti-Retroviral Therapy in HIV Infection: A Novel Estimator of Vascular Risk in HIV?","SP and SDL are funded by the Wellcome Trust (Grants 090354/Z/09/Z to SP and 088590 to SDL) (www.wellcome.ac.uk). TP is funded by NIHR Biomedical Research Centre at Moorfield’s Eye Hospital and Institute of Ophthalmology. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","90354;88590",88590,"Intensified tuberculosis case finding and rapid detection of drug resistant disease in patients accessing antiretroviral treatment in South Africa."
"10.1371/journal.pone.0051493","2012-12-28","Cell-Free (RNA) and Cell-Associated (DNA) HIV-1 and Postnatal Transmission through Breastfeeding","This work was supported by a Wellcome Trust core grant to the Africa Centre for Health and Population Studies, University of KwaZulu-Natal (050524); and an additional grant to the Vertical Transmission Study (UK 063009/Z/00/2). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","50524;63009",63009,"The Vertical Transmission study: a cohort study to assess the impact of exclusive breastfeeding on postnatal transmission of HIV."
"10.1371/journal.pone.0051570","2013-01-31","Varicella-Zoster Viruses Associated with Post-Herpetic Neuralgia Induce Sodium Current Density Increases in the ND7-23 Nav-1.8 Neuroblastoma Cell Line","This work was supported by a grant from The Chief Scientist Office of the Scottish Government. FS was supported by Wellcome Trust grant no 081703. JB receives funding from the University College London/University College London Hospitals National Institute for Health Research Comprehensive Biomedical Research Centre. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","81703",81703,"Functional changes in vacine IE62 and other essential viral proteins contribute to attenuation of vOka varicella-zoster vaccine for replication in epithelial tissue."
"10.1371/journal.pone.0052045","2012-12-18","Costs and Cost-Effectiveness of a Mobile Phone Text-Message Reminder Programmes to Improve Health Workers' Adherence to Malaria Guidelines in Kenya","This study was funded by the Wellcome Trust, UK (#084253). RWS is supported by the Wellcome Trust as Principal Research Fellow [#079080]. DZ and RKS are supported by the Welcome Trust project grant [#084253]. All authors acknowledge support of the Wellcome Trust to the Kenyan Major Overseas Programme [#092654]. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","84253;79080;92654",84253,"Improving quality of paediatric outpatient malaria case-management using mobile phone text-messaging in Kenya."
"10.1371/journal.pone.0052045","2012-12-18","Costs and Cost-Effectiveness of a Mobile Phone Text-Message Reminder Programmes to Improve Health Workers' Adherence to Malaria Guidelines in Kenya","This study was funded by the Wellcome Trust, UK (#084253). RWS is supported by the Wellcome Trust as Principal Research Fellow [#079080]. DZ and RKS are supported by the Welcome Trust project grant [#084253]. All authors acknowledge support of the Wellcome Trust to the Kenyan Major Overseas Programme [#092654]. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","84253;79080;92654",92654,"Oxford part of Kenya MOP renewal 2010 - 2015"
"10.1371/journal.pone.0052075","2012-12-20","Modelling Temporal Stability of EPI Time Series Using Magnitude Images Acquired with Multi-Channel Receiver Coils","This research and open access to the publication were funded by the Wellcome Trust (091593/Z/10/Z). Data were acquired at the 7T MRI system at the Otto-von-Guericke University of Magdeburg, Germany which is supported by the Transregional Collaborative Research Centre SFB/TRR 62 “Companion-Technology for Cognitive Technical Systems” funded by the German Research Foundation (DFG). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","91593",91593,"Core support for the Wellcome Trust Centre for Neuroimaging"
"10.1371/journal.pone.0052179","2013-01-02","Isolation of Salmonella Mutants Resistant to the Inhibitory Effect of Salicylidene acylhydrazides on Flagella-Mediated Motility","IMA and XL were supported by Wellcome Trust Project Grant 088266 to IMA and AJB. AKJV was funded by an E.C. Marie Curie postdoctoral fellowship (MEIF-CT-2005-023694) and an EMBO short-term fellowship (244-2007). XL was supported additionally by Wellcome Trust Project Grant 088231 to AJB and KN. DR was supported by a University of Bristol Centenary Postgraduate Studentship. This work was also supported in part by MRC project grants G0701243 and MR-J002097-1 to AJB and AJB and KN, respectively, and by Grants-in-Aid for Scientific Research (22570161 and 23121516 to TM, and 21227006 to KN) and Targeted Proteins Research Program from the Ministry of Education, Culture, Sports, Science and Technology of Japan and by Takeda Science Foundation (to TM). YVM is a Research Fellow of the Japanese Society for the Promotion of Science. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","88266;23694;88231",88266,"Role of MxiC in activation of the Shigella T3SS and hierarchical effector secretion."
