"","id","publication_date","financial_disclosure","title"
"90","10.1371/journal.ppat.1000492","2009-06-26T00:00:00Z","This project was funded by program grant 077489 from the Wellcome Trust (http://www.wellcome.ac.uk). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Epstein-Barr Virus Latency in B Cells Leads to Epigenetic Repression and CpG Methylation of the Tumour Suppressor Gene Bim"
"91","10.1371/journal.pone.0008088","2009-12-02T00:00:00Z","Financial support was provided by The Wellcome Trust (http://www.wellcome.ac.uk/; 061584 and 076278). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","The Level and Duration of RSV-Specific Maternal IgG in Infants in Kilifi Kenya"
"92","10.1371/journal.pone.0000546","2007-06-20T00:00:00Z","This research was supported by a Wellcome Trust fellowship grant to HDC and conducted at the Wellcome Trust Centre for Neuroimaging, Institute of Neurology, National Hospital for Neurology and Neurosurgery, University College London, 12 Queen Square, London WC1N 3BG.","Modulation of Emotional Appraisal by False Physiological Feedback during fMRI"
"93","10.1371/journal.pone.0053814","2013-01-11T00:00:00Z","This work was funded by the Wellcome Trust, grant WT087968MA, www.wellcome.ac.uk. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Sleep-Wake Sensitive Mechanisms of Adenosine Release in the Basal Forebrain of Rodents: An In Vitro Study"
"94","10.1371/journal.ppat.1003010","2012-11-01T00:00:00Z","This research was funded by the Wellcome Trust. G.R. is a Wellcome Senior Fellow in the Basic Biomedical Sciences. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Histone H1 Plays a Role in Heterochromatin Formation and VSG Expression Site Silencing in Trypanosoma brucei"
"95","10.1371/journal.pone.0024463","2011-09-16T00:00:00Z","This work was funded by a Wellcome Trust programme grant GR079862 http://www.wellcome.ac.uk/. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","ST2 and IL-33 in Pregnancy and Pre-Eclampsia"
"96","10.1371/journal.pcbi.1003187","2013-08-15T00:00:00Z","This work was supported by Wellcome Trust, grant no. 089543/Z/09/Z (http://www.wellcome.ac.uk/). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Spike Triggered Hormone Secretion in Vasopressin Cells; a Model Investigation of Mechanism and Heterogeneous Population Function"
"97","10.1371/journal.pone.0057848","2013-02-25T00:00:00Z","This work was supported by the Wellcome Trust, grant number WT098051 (http://www.wellcome.ac.uk/). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","The SHOCT Domain: A Widespread Domain Under-Represented in Model Organisms"
"98","10.1371/journal.pone.0031433","2012-02-14T00:00:00Z","This work was supported by grants from the Wellcome Trust (088719) and The Royal Society to WM, and a grant from the Wellcome Trust (077189) to KPS. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Auditory Function in the Tc1 Mouse Model of Down Syndrome Suggests a Limited Region of Human Chromosome 21 Involved in Otitis Media"
"99","10.1371/journal.pntd.0000816","2010-09-07T00:00:00Z","This work was supported by Project Grant 078937 from The Wellcome Trust (http://www.wellcome.ac.uk/). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Stage-Specific Adhesion of Leishmania Promastigotes to Sand Fly Midguts Assessed Using an Improved Comparative Binding Assay"
"100","10.1371/journal.pone.0014814","2011-05-26T00:00:00Z","This work was supported by the Wellcome Trust [grant number WT077044/Z/05/Z] http://www.wellcome.ac.uk/. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","The Characterisation of Three Types of Genes that Overlie Copy Number Variable Regions"
"101","10.1371/journal.pone.0038272","2012-06-06T00:00:00Z","RK received grant support 07255 from the Wellcome Trust (www.wellcome.ac.uk). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Gender Differences in White Matter Microstructure"
"102","10.1371/journal.pone.0028260","2011-12-06T00:00:00Z","This work was carried out as a PhD and was funded by the Wellcome Trust (http://www.wellcome.ac.uk/). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Correlation of Inter-Locus Polyglutamine Toxicity with CAG•CTG Triplet Repeat Expandability and Flanking Genomic DNA GC Content"
"103","10.1371/journal.pone.0031555","2012-02-14T00:00:00Z","This work was supported by Wellcome Trust Grant number 062578 (www.wellcome.ac.uk). The funder had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Diversification of Specificity after Maturation of the Antibody Response to the HIV gp41 Epitope ELDKWA"
"104","10.1371/journal.ppat.0020061","2006-06-16T00:00:00Z","This work was supported by the Swiss National Science Foundation and the Novartis Foundation (SG), the National Institutes of Health (grants K01 TW000001 to KD, and AI34238 to PCH), and the Wellcome Trust (PMS). ASP was supported by a Wellcome Trust training fellowship.","Impact of Bacterial Genetics on the Transmission of Isoniazid-Resistant Mycobacterium tuberculosis"
"105","10.1371/journal.pone.0064514","2013-05-31T00:00:00Z","The work was supported by the Wellcome Trust, grant number 086598 (http://www.wellcome.ac.uk/). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Uncoupling the Functions of CALM in VAMP Sorting and Clathrin-Coated Pit Formation"
"106","10.1371/journal.ppat.0030017","2007-02-23T00:00:00Z","The work was supported by grants from the Wellcome Trust. GLS is a Wellcome Trust Principal Research Fellow. FJMvK is supported by grants from the Netherlands Organization for Scientific Research (NWO-VIDI-917.46.305).","A New Inhibitor of Apoptosis from Vaccinia Virus and Eukaryotes"
"107","10.1371/journal.pone.0061334","2013-04-08T00:00:00Z","The work was supported by Wellcome Trust Program, grant number 091074/z/09/z. (www.wellcome.ac.uk.) The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Modification of the FoxP3 Transcription Factor Principally Affects Inducible T Regulatory Cells in a Model of Experimental Autoimmune Encephalomyelitis"
"108","10.1371/journal.pone.0011080","2010-06-11T00:00:00Z","This work was supported by the Wellcome Trust and by the U.K. Medical Research Council. PGS is a Wellcome Trust Senior Clinical Fellow. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","An In Vitro System for Studying Murid Herpesvirus-4 Latency and Reactivation"
"109","10.1371/journal.pntd.0000056","2007-10-31T00:00:00Z","This study was funded by the Wellcome Trust. SJP was supported by a Wellcome Trust Career Development Award in Clinical Tropical Medicine. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","A Dominant Clone of Leptospira interrogans Associated with an Outbreak of Human Leptospirosis in Thailand"
"110","10.1371/journal.pone.0007787","2009-11-12T00:00:00Z","The work was funded by the Wellcome Trust (grant GHACB) (www.wellcome.ac.uk). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Diminished Macrophage Apoptosis and Reactive Oxygen Species Generation after Phorbol Ester Stimulation in Crohn's Disease"
"111","10.1371/journal.ppat.1000951","2010-06-10T00:00:00Z","This project was funded by program grant 077489 from the Wellcome Trust (http://www.wellcome.ac.uk). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Epigenetic Repression of p16INK4A by Latent Epstein-Barr Virus Requires the Interaction of EBNA3A and EBNA3C with CtBP"
"112","10.1371/journal.pone.0011849","2010-07-28T00:00:00Z","ELC receives funding from the Wellcome Trust, UK. PM is funded by the Wellcome Trust Clinical PhD programme at the University of Liverpool. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","The Risk and Timing of Tuberculosis Diagnosed in Smear-Negative TB Suspects: A 12 Month Cohort Study in Harare, Zimbabwe"
"113","10.1371/journal.pntd.0001049","2011-06-21T00:00:00Z","This research is funded by the Wellcome Trust (http://www.wellcome.ac.uk/). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Multilocus Sequence Typing (MLST) for Lineage Assignment and High Resolution Diversity Studies in Trypanosoma cruzi"
"114","10.1371/journal.pntd.0000969","2011-02-22T00:00:00Z","This study was supported by the Wellcome Trust of Great Britain (http://www.wellcome.ac.uk/). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Clinically Unapparent Infantile Thiamin Deficiency in Vientiane, Laos"
"115","10.1371/journal.pone.0035551","2012-04-24T00:00:00Z","This work was funded by the Wellcome Trust fellowship 074617/Z/04/Z (http://www.wellcome.ac.uk/). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Differential Modulation of Retinal Degeneration by Ccl2 and Cx3cr1 Chemokine Signalling"
"116","10.1371/journal.pgen.1003654","2013-07-18T00:00:00Z","This work was supported by a Wellcome Trust Senior Fellowship to DS and by the MRC. Confocal facilities were provided by the Wellcome Trust and Yorkshire Cancer Research. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Strabismus Promotes Recruitment and Degradation of Farnesylated Prickle in Drosophila melanogaster Planar Polarity Specification"
"117","10.1371/journal.pntd.0001282","2011-08-23T00:00:00Z","This work was supported by the Wellcome Trust of Great Britain (www.wellcome.ac.uk). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Dextran Fractional Clearance Studies in Acute Dengue Infection"
"118","10.1371/journal.ppat.1000961","2010-06-24T00:00:00Z","The work was funded by a Wellcome Trust senior fellowship awarded to Brendan Kenny - Grant number WT064409MA, www.wellcome.ac.uk. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","The Enteropathogenic E. coli Effector EspF Targets and Disrupts the Nucleolus by a Process Regulated by Mitochondrial Dysfunction"
"119","10.1371/journal.pgen.1003562","2013-06-13T00:00:00Z","This work was supported by the Wellcome Trust (www.wellcome.ac.uk). Grant numbers: 081849, 086578, 092076, 098030. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Meiosis-Specific Stable Binding of Augmin to Acentrosomal Spindle Poles Promotes Biased Microtubule Assembly in Oocytes"
"120","10.1371/journal.pone.0036619","2012-05-04T00:00:00Z","This work was supported by a Wellcome Trust (www.wellcome.ac.uk) Programme Grant (085622) and Strategic Award (083481). The funder had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Comparative SILAC Proteomic Analysis of Trypanosoma brucei Bloodstream and Procyclic Lifecycle Stages"
